2021-03-30 01:00:32, 0.0148
2021-03-30 01:00:41, 0.0296
2021-03-30 01:01:00, 0.0889
2021-03-30 01:01:27, 0.0148
2021-03-30 01:01:36, 0.0444
2021-03-30 01:02:50, 0.0148
2021-03-30 01:02:55, 0.0889
2021-03-30 01:03:05, 0.0296
2021-03-30 01:03:28, 0.0148
2021-03-30 01:03:30, 0.0296
2021-03-30 01:04:08, 0.0296
2021-03-30 01:04:48, 0.0296
2021-03-30 01:04:54, 0.0518
2021-03-30 01:05:30, 0.0296
2021-03-30 01:05:53, 0.0148
2021-03-30 01:05:56, 0.0296
2021-03-30 01:06:51, 0.0148
2021-03-30 01:08:06, 0.0296
2021-03-30 01:08:52, 0.0444
2021-03-30 01:09:15, 0.0444
2021-03-30 01:09:41, 0.0296
2021-03-30 01:09:42, 0.0296
2021-03-30 01:10:37, 0.0148
2021-03-30 01:11:02, 0.0296
2021-03-30 01:12:10, 0.0591
2021-03-30 01:12:33, 0.0886
2021-03-30 01:13:29, 0.0443
2021-03-30 01:14:18, 0.0148
2021-03-30 01:14:38, 0.0517
2021-03-30 01:15:16, 0.0148
2021-03-30 01:15:40, 0.0148
2021-03-30 01:16:06, 0.0517
2021-03-30 01:17:23, 0.0295
2021-03-30 01:17:27, 0.0295
2021-03-30 01:17:55, 0.0148
2021-03-30 01:17:56, 0.0516
2021-03-30 01:18:29, 0.0295
2021-03-30 01:18:56, 0.0885
2021-03-30 01:18:56, 0.0884
2021-03-30 01:19:56, 0.0147
2021-03-30 01:20:07, 0.0442
2021-03-30 01:20:13, 0.0295
2021-03-30 01:20:20, 0.0295
2021-03-30 01:21:06, 0.1031
2021-03-30 01:21:16, 0.0442
2021-03-30 01:21:23, 0.0442
2021-03-30 01:21:35, 0.0147
2021-03-30 01:21:36, 0.0515
2021-03-30 01:21:39, 0.0294
2021-03-30 01:21:40, 0.0147
2021-03-30 01:21:54, 0.0441
2021-03-30 01:22:06, 0.0441
2021-03-30 01:22:09, 0.0294
2021-03-30 01:22:18, 0.0147
2021-03-30 01:22:32, 0.0147
2021-03-30 01:22:38, 0.0147
2021-03-30 01:22:47, 0.0294
2021-03-30 01:22:58, 0.0441
2021-03-30 01:23:03, 0.0514
2021-03-30 01:23:07, 0.0441
2021-03-30 01:23:15, 0.0147
2021-03-30 01:24:05, 0.0514
2021-03-30 01:24:25, 0.0514
2021-03-30 01:25:00, 0.0147
2021-03-30 01:25:06, 0.0441
2021-03-30 01:25:08, 0.0440
2021-03-30 01:25:33, 0.0514
2021-03-30 01:26:10, 0.0147
2021-03-30 01:27:55, 0.0880
2021-03-30 01:28:29, 0.0293
2021-03-30 01:29:05, 0.0440
2021-03-30 01:30:06, 0.0880